FY,Month (abbv),Component,Region,Land Filter,Branch,Drug Type,Count of Event,Sum Qty (lbs)
2026 (FYTD),MAY,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,1,1.0
2026 (FYTD),MAY,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Cocaine,1,4.41
2026 (FYTD),MAY,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,1,0.96
2026 (FYTD),MAY,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,2,2.42
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Cocaine,1,75.4
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Methamphetamine,1,0.29
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Cocaine,1,0.28
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Heroin,1,1.16
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,1,22.93
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,1,0.33
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Fentanyl,1,0.03
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,4,1.32
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Land,San Diego Air And Marine Branch,Cocaine,6,2300.38
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Land,San Diego Air And Marine Branch,Methamphetamine,1,843.99
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Cocaine,1,0.0
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,2,2.76
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,1,5.0
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Cocaine,1,0.23
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Fentanyl,1,0.22
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Other,AMO Special Programs Division,Cocaine,2,0.54
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Other,AMO Special Programs Division,Fentanyl,2,9.4
2026 (FYTD),MAY,Air and Marine Operations,Southwest Border,Other,Jacksonville Air And Marine Branch,Cocaine,1,51.59
2026 (FYTD),NOV,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,1,0.02
2026 (FYTD),NOV,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,3,786.0699999999999
2026 (FYTD),NOV,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,1,3225.33
2026 (FYTD),NOV,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,4,18.93
2026 (FYTD),NOV,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Fentanyl,4,0.64
2026 (FYTD),NOV,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,2,3.99
2026 (FYTD),NOV,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Methamphetamine,2,0.43
2026 (FYTD),NOV,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,1,0.25
2026 (FYTD),NOV,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,3,1.09
2026 (FYTD),NOV,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Fentanyl,2,11.35
2026 (FYTD),NOV,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,2,98.99
2026 (FYTD),NOV,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,1,1.1
2026 (FYTD),NOV,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Fentanyl,2,2.44
2026 (FYTD),NOV,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Methamphetamine,2,0.64
2026 (FYTD),NOV,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Cocaine,1,0.03
2026 (FYTD),NOV,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Marijuana,1,0.33
2026 (FYTD),NOV,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,1,6.17
2026 (FYTD),NOV,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Methamphetamine,1,1.1
2026 (FYTD),NOV,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Cocaine,5,16.91
2026 (FYTD),NOV,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,1,367.51
2026 (FYTD),NOV,Air and Marine Operations,Southwest Border,Other,AMO Special Programs Division,Cocaine,1,0.05
2026 (FYTD),NOV,Air and Marine Operations,Southwest Border,Other,AMO Special Programs Division,Methamphetamine,1,5.4
2026 (FYTD),NOV,Air and Marine Operations,Southwest Border,Other,AMOC Air And Marine Operations Center,Cocaine,1,2.2
2026 (FYTD),NOV,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,1,2.2
2026 (FYTD),NOV,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,1,6.99
2026 (FYTD),OCT,Air and Marine Operations,Coastal/Interior,Other,AMO Special Programs Division,Cocaine,2,3.0
2026 (FYTD),OCT,Air and Marine Operations,Coastal/Interior,Other,AMO Special Programs Division,Fentanyl,2,0.04
2026 (FYTD),OCT,Air and Marine Operations,Coastal/Interior,Other,AMO Special Programs Division,Marijuana,2,4.7
2026 (FYTD),OCT,Air and Marine Operations,Coastal/Interior,Other,AMO Special Programs Division,Methamphetamine,2,10.59
2026 (FYTD),OCT,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,3,0.1
2026 (FYTD),OCT,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Marijuana,1,0.02
2026 (FYTD),OCT,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Methamphetamine,1,0.02
2026 (FYTD),OCT,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,1,748.02
2026 (FYTD),OCT,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,1,0.07
2026 (FYTD),OCT,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,8,2.56
2026 (FYTD),OCT,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,4,0.95
2026 (FYTD),OCT,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,5,462.41
2026 (FYTD),OCT,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,3,119.12
2026 (FYTD),OCT,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,1,46.69
2026 (FYTD),OCT,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Methamphetamine,2,61.940000000000005
2026 (FYTD),OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,2,0.49
2026 (FYTD),OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,3,4.890000000000001
2026 (FYTD),OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,5,18.18
2026 (FYTD),OCT,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,1,0.01
2026 (FYTD),OCT,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,4,1.01
2026 (FYTD),OCT,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Fentanyl,2,0.01
2026 (FYTD),OCT,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Marijuana,2,6.14
2026 (FYTD),OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,7,7.38
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Cocaine,3,7.77
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Fentanyl,3,2.1500000000000004
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Methamphetamine,2,0.58
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Cocaine,3,0.31
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Marijuana,1,0.17
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,2,1.66
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,2,0.11
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Fentanyl,1,0.06
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,2,0.74
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Methamphetamine,1,0.52
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,NASOC - Sierra Vista,Cocaine,1,1.36
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,NASOC - Sierra Vista,Methamphetamine,2,481.48
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Cocaine,6,46.53
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,6,4.65
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,3,18.22
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Cocaine,4,1.33
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Fentanyl,1,4.41
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Methamphetamine,1,39.02
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Other,AMO Special Programs Division,Methamphetamine,2,232.56
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Other,AMOC Air And Marine Operations Center,Cocaine,1,6.61
2026 (FYTD),OCT,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,1,12.13
2025,APR,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Fentanyl,3,48.28
2025,APR,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Cocaine,1,0.1
2025,APR,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Fentanyl,3,0.15
2025,APR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,3,6598.39
2025,APR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,4,6.92
2025,APR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,1,0.0
2025,APR,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Marijuana,1,9.92
2025,APR,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,4,17335.72
2025,APR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,7,9.4
2025,APR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Fentanyl,8,6.609999999999999
2025,APR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Heroin,1,0.1
2025,APR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,9,14.26
2025,APR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Methamphetamine,1,0.0
2025,APR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,1,0.39
2025,APR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,2,12.62
2025,APR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,1,1.86
2025,APR,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Cocaine,4,80.75999999999999
2025,APR,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Fentanyl,1,0.05
2025,APR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,2,0.79
2025,APR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Fentanyl,1,0.78
2025,APR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marijuana,4,4.5600000000000005
2025,APR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,1,0.23
2025,APR,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,1,7.72
2025,APR,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Cocaine,5,0.63
2025,APR,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Fentanyl,4,2.0
2025,APR,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Heroin,5,1.8
2025,APR,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Methamphetamine,2,0.37
2025,APR,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,4,91.73
2025,APR,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,1,7.67
2025,APR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Cocaine,1,1.37
2025,APR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,5,15.69
2025,APR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,3,3.09
2025,APR,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Fentanyl,1,1.06
2025,APR,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Cocaine,2,11.02
2025,APR,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,2,19.18
2025,APR,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,2,7.050000000000001
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,1,2.69
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Fentanyl,1,0.01
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Heroin,1,0.01
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Marijuana,4,9939.5
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Methamphetamine,2,5.569999999999999
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,1,263.01
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Cocaine,3,0.84
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Fentanyl,2,3.71
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Marijuana,1,0.01
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Methamphetamine,4,19.540000000000003
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,1,2425.06
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,1,0.25
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,7,2370.45
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,3,9362.44
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,3,53.830000000000005
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Fentanyl,4,3.54
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,1,2.43
2025,AUG,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Methamphetamine,1,105.82
2025,AUG,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,8,37.69
2025,AUG,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,5,7.59
2025,AUG,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Marijuana,1,3179.03
2025,AUG,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,4,4.34
2025,AUG,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,2,0.33
2025,AUG,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Cocaine,3,3.72
2025,AUG,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Fentanyl,2,0.53
2025,AUG,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Methamphetamine,2,3.37
2025,AUG,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,5,0.12
2025,AUG,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marijuana,2,0.4599999999999999
2025,AUG,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,1,2.27
2025,AUG,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Cocaine,5,0.54
2025,AUG,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,3,0.61
2025,AUG,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,1,0.06
2025,AUG,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Methamphetamine,2,0.68
2025,AUG,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Cocaine,2,3.64
2025,AUG,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,1,27.78
2025,AUG,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,1,2.0
2025,AUG,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Methamphetamine,2,207.49
2025,AUG,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Cocaine,2,802.47
2025,AUG,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,1,0.0
2025,AUG,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marijuana,11,7979.32
2025,AUG,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,3,686.42
2025,DEC,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,1,60.63
2025,DEC,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Cocaine,2,0.6
2025,DEC,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Fentanyl,7,122.92
2025,DEC,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Methamphetamine,2,0.35
2025,DEC,Air and Marine Operations,Coastal/Interior,Other,HQ Undercover Operations Branch,Cocaine,1,11.86
2025,DEC,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,7,0.29
2025,DEC,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,1,0.0
2025,DEC,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,1,0.17
2025,DEC,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,4,61.72
2025,DEC,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,1,4977.99
2025,DEC,Air and Marine Operations,Coastal/Interior,Other,NASOC - Houston,Cocaine,1,3106.85
2025,DEC,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,2,3145.96
2025,DEC,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Fentanyl,1,0.23
2025,DEC,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,1,0.37
2025,DEC,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,1,0.0
2025,DEC,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,1,0.35
2025,DEC,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,1,0.03
2025,DEC,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,1,0.61
2025,DEC,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,1,0.44
2025,DEC,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Methamphetamine,3,5.83
2025,DEC,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,1,3.31
2025,DEC,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,3,5.26
2025,DEC,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Heroin,2,8.0
2025,DEC,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Cocaine,1,0.05
2025,FEB,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,1,10.36
2025,FEB,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Heroin,1,0.14
2025,FEB,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,2,375.23
2025,FEB,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Cocaine,1,0.01
2025,FEB,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Fentanyl,5,11.52
2025,FEB,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,3,2491.21
2025,FEB,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,5,0.6500000000000001
2025,FEB,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,3,0.9
2025,FEB,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,2,7123.06
2025,FEB,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Marijuana,1,3887.06
2025,FEB,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,1,1.2
2025,FEB,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Fentanyl,4,0.4599999999999999
2025,FEB,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,3,112.54
2025,FEB,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,1,4.94
2025,FEB,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,7,7.369999999999999
2025,FEB,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,2,0.97
2025,FEB,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,3,30.96
2025,FEB,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Cocaine,2,0.12
2025,FEB,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Fentanyl,4,0.03
2025,FEB,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Marijuana,1,1.78
2025,FEB,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Methamphetamine,1,0.01
2025,FEB,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,4,37.260000000000005
2025,FEB,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Heroin,1,2.76
2025,FEB,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,2,3.45
2025,FEB,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Methamphetamine,2,15.58
2025,FEB,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Cocaine,3,2.39
2025,FEB,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,1,0.71
2025,FEB,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Cocaine,1,0.02
2025,FEB,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,3,4.98
2025,FEB,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Heroin,1,0.0
2025,FEB,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Methamphetamine,1,0.0
2025,FEB,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,1,2.2
2025,FEB,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,1,49.98
2025,JAN,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,2,1208.12
2025,JAN,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Cocaine,4,25.5
2025,JAN,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Fentanyl,7,57.36000000000001
2025,JAN,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Heroin,1,5.6
2025,JAN,Air and Marine Operations,Coastal/Interior,Other,Ground Tactical Air Controller,Methamphetamine,3,1.02
2025,JAN,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,1,0.0
2025,JAN,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Fentanyl,1,0.0
2025,JAN,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Marijuana,1,0.0
2025,JAN,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Methamphetamine,1,0.0
2025,JAN,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,5,6507.98
2025,JAN,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Marijuana,1,59.52
2025,JAN,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,3,16152.66
2025,JAN,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,2,17.64
2025,JAN,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,1,0.0
2025,JAN,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,6,14.97
2025,JAN,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,1,0.0
2025,JAN,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,2,0.99
2025,JAN,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Cocaine,6,0.29
2025,JAN,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Methamphetamine,3,0.5700000000000001
2025,JAN,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Cocaine,1,0.0
2025,JAN,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,4,3.46
2025,JAN,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,1,0.01
2025,JAN,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,1,0.66
2025,JAN,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Marijuana,1,0.01
2025,JAN,Air and Marine Operations,Southwest Border,Land,NASOC - Sierra Vista,Fentanyl,1,2.21
2025,JAN,Air and Marine Operations,Southwest Border,Land,San Diego Air And Marine Branch,Methamphetamine,3,64.57000000000001
